100kb+,1Mb+,200kb+,300kb+,400kb+,500kb+,DeepConsensus_version,Gb,MM_tag,N25,N50,N75,accession,assembly,basecaller,basecaller_model,basecaller_version,bioproject_accession,biosample_accession,ccs_algorithm,coverage,data_type,design_description,filename,filetype,generator_contact,generator_facility,instrument_model,library_ID,library_layout,library_selection,library_source,library_strategy,max,mean,min,notes,ntsm_result,ntsm_score,path,platform,polymerase_version,quartile_25,quartile_50,quartile_75,read_N50,result,sample,sample_ID,seq_kit,seq_plate_chemistry_version,shear_method,size_selection,study,title,total_Gbp,total_bp,total_reads,whales,Sample,Accession,familyID,Subpopulation,Superpopulation,Production Year
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,16912.0,18864.0,21657.0,SRR29483205,N/A,N/A,N/A,N/A,N/A,SAMN41021661,v7.0.0,N/A,unaligned reads,HiFi sequencing of 22kb fractionated gDNA,m84046_230731_200859_s2.hifi_reads.bc2089.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,PG18879.HFSS_m84046_230731_200859_s2,single,size fractionation,GENOMIC,WGS,55809.0,18948.0,72.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA18879/raw_data/PacBio_HiFi/m84046_230731_200859_s2.hifi_reads.bc2089.bam,PACBIO_SMRT,P1,16560.0,18291.0,20831.0,N/A,N/A,N/A,NA18879,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,58.57,58568710214.0,3090957.0,N/A,NA18879,SAMN41021661,,YRI,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,14632.0,18402.0,22221.0,SRR23922649,N/A,N/A,N/A,N/A,N/A,SAMN33758798,6.3.0,N/A,unaligned reads,HiFi sequencing of 22kb fractionated gDNA,m54329U_220903_190900-bc2055.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,PG18983.HFSS2,single,RANDOM,GENOMIC,WGS,33909.0,15264.0,1468.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m54329U_220903_190900-bc2055.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,10464.0,15809.0,19988.0,N/A,N/A,N/A,NA18983,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,0.07,72199804.0,4730.0,N/A,NA18983,SAMN33758798,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,14885.0,18612.0,22626.0,SRR23922649,N/A,N/A,N/A,N/A,N/A,SAMN33758798,6.3.0,N/A,unaligned reads,HiFi sequencing of 22kb fractionated gDNA,m54329U_220905_144015-bc2055.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,PG18983.HFSS2,single,RANDOM,GENOMIC,WGS,34905.0,15906.0,1528.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m54329U_220905_144015-bc2055.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,11550.0,16246.0,20407.0,N/A,N/A,N/A,NA18983,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,0.08,77255780.0,4857.0,N/A,NA18983,SAMN33758798,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,14998.0,18874.0,22950.0,SRR23922649,N/A,N/A,N/A,N/A,N/A,SAMN33758798,6.3.0,N/A,unaligned reads,HiFi sequencing of 22kb fractionated gDNA,m54329U_220907_100858-bc2055.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,PG18983.HFSS2,single,RANDOM,GENOMIC,WGS,35951.0,16025.0,1389.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m54329U_220907_100858-bc2055.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,11779.0,16362.0,20701.0,N/A,N/A,N/A,NA18983,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,0.07,73078048.0,4560.0,N/A,NA18983,SAMN33758798,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18385.0,21100.0,24496.0,SRR23922649,N/A,N/A,N/A,N/A,N/A,SAMN33758798,6.3.0,N/A,unaligned reads,HiFi sequencing of 22kb fractionated gDNA,m64457e_220906_104717-bc2055.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,PG18983.HFSS2,single,RANDOM,GENOMIC,WGS,58895.0,20897.0,88.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m64457e_220906_104717-bc2055.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,17794.0,20225.0,23449.0,N/A,N/A,N/A,NA18983,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,42.79,42794312016.0,2047793.0,N/A,NA18983,SAMN33758798,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18608.0,21371.0,24756.0,SRR23922649,N/A,N/A,N/A,N/A,N/A,SAMN33758798,6.3.0,N/A,unaligned reads,HiFi sequencing of 22kb fractionated gDNA,m64457e_220902_165459-bc2055.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,PG18983.HFSS2,single,RANDOM,GENOMIC,WGS,76383.0,21122.0,79.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m64457e_220902_165459-bc2055.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,17996.0,20489.0,23724.0,N/A,N/A,N/A,NA18983,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,43.05,43050138465.0,2038086.0,N/A,NA18983,SAMN33758798,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18786.0,21640.0,25068.0,SRR23922649,N/A,N/A,N/A,N/A,N/A,SAMN33758798,6.3.0,N/A,unaligned reads,HiFi sequencing of 22kb fractionated gDNA,m64457e_220904_135104-bc2055.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,PG18983.HFSS2,single,RANDOM,GENOMIC,WGS,66528.0,21337.0,82.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m64457e_220904_135104-bc2055.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,18140.0,20727.0,24026.0,N/A,N/A,N/A,NA18983,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,42.15,42152212914.0,1975484.0,N/A,NA18983,SAMN33758798,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17522.0,19854.0,23031.0,SRR29483151,N/A,N/A,N/A,N/A,N/A,SAMN33758798,v7.0.0,N/A,unaligned reads,HiFi sequencing of 22kb fractionated gDNA,m84046_230623_210640_s1.hifi_reads.bc2055.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,PG18983.HFSS2_m84046_230623_210640_s1,single,size fractionation,GENOMIC,WGS,57247.0,19849.0,91.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m84046_230623_210640_s1.hifi_reads.bc2055.bam,PACBIO_SMRT,P1,17052.0,19115.0,22023.0,N/A,N/A,N/A,NA18983,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,54.17,54169299224.0,2729065.0,N/A,NA18983,SAMN33758798,,JPT,EAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17537.0,19855.0,22896.0,SRR29483235,N/A,N/A,N/A,N/A,N/A,SAMN41021613,v7.0.0,N/A,unaligned reads,HiFi sequencing of 22kb fractionated gDNA,m84046_230501_151821_s4.hifi_reads.bc2092.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,PG19390.HFSS_m84046_230501_151821_s4,single,size fractionation,GENOMIC,WGS,56423.0,19784.0,68.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA19390/raw_data/PacBio_HiFi/m84046_230501_151821_s4.hifi_reads.bc2092.bam,PACBIO_SMRT,P1,17066.0,19145.0,21977.0,N/A,N/A,N/A,NA19390,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,53.64,53643124518.0,2711404.0,N/A,NA19390,SAMN41021613,,LWK,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17278.0,19458.0,22398.0,SRR29483234,N/A,N/A,N/A,N/A,N/A,SAMN41021613,v7.0.0,N/A,unaligned reads,HiFi sequencing of 22kb fractionated gDNA,m84046_230504_205453_s3.hifi_reads.bc2092.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,PG19390.HFSS_m84046_230504_205453_s3,single,size fractionation,GENOMIC,WGS,53621.0,19446.0,102.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA19390/raw_data/PacBio_HiFi/m84046_230504_205453_s3.hifi_reads.bc2092.bam,PACBIO_SMRT,P1,16842.0,18801.0,21507.0,N/A,N/A,N/A,NA19390,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,55.57,55572902869.0,2857712.0,N/A,NA19390,SAMN41021613,,LWK,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17341.0,19551.0,22514.0,SRR29483232,N/A,N/A,N/A,N/A,N/A,SAMN41021613,v7.0.0,N/A,unaligned reads,HiFi sequencing of 22kb fractionated gDNA,m84046_230504_212559_s4.hifi_reads.bc2092.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,PG19390.HFSS_m84046_230504_212559_s4,single,size fractionation,GENOMIC,WGS,54239.0,19527.0,150.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA19390/raw_data/PacBio_HiFi/m84046_230504_212559_s4.hifi_reads.bc2092.bam,PACBIO_SMRT,P1,16899.0,18884.0,21620.0,N/A,N/A,N/A,NA19390,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,55.0,55002385545.0,2816659.0,N/A,NA19390,SAMN41021613,,LWK,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17357.0,19579.0,22543.0,SRR29483233,N/A,N/A,N/A,N/A,N/A,SAMN41021613,v7.0.0,N/A,unaligned reads,HiFi sequencing of 22kb fractionated gDNA,m84046_230508_200815_s4.hifi_reads.bc2092.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,PG19390.HFSS_m84046_230508_200815_s4,single,size fractionation,GENOMIC,WGS,53448.0,19547.0,82.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA19390/raw_data/PacBio_HiFi/m84046_230508_200815_s4.hifi_reads.bc2092.bam,PACBIO_SMRT,P1,16911.0,18907.0,21651.0,N/A,N/A,N/A,NA19390,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,32.76,32758719626.0,1675885.0,N/A,NA19390,SAMN41021613,,LWK,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,16931.0,20504.0,24966.0,SRR23922643,N/A,N/A,N/A,N/A,N/A,SAMN33758781,6.2.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m54329U_211222_104516-bc1010.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,HG00639.HFSS,single,RANDOM,GENOMIC,WGS,64002.0,19762.0,79.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00639/raw_data/PacBio_HiFi/m54329U_211222_104516-bc1010.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,15750.0,18909.0,22999.0,N/A,N/A,N/A,HG00639,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,30.16,30157424611.0,1525960.0,N/A,HG00639,SAMN33758781,PR03,PUR,AMR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17062.0,20664.0,25118.0,SRR23922643,N/A,N/A,N/A,N/A,N/A,SAMN33758781,6.2.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m54329U_211230_014258-bc1010.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,HG00639.HFSS,single,RANDOM,GENOMIC,WGS,56516.0,19943.0,61.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00639/raw_data/PacBio_HiFi/m54329U_211230_014258-bc1010.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,15883.0,19084.0,23193.0,N/A,N/A,N/A,HG00639,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,32.78,32778391595.0,1643577.0,N/A,HG00639,SAMN33758781,PR03,PUR,AMR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17104.0,20746.0,25246.0,SRR23922643,N/A,N/A,N/A,N/A,N/A,SAMN33758781,6.2.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64076_220216_013707-bc1010.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,HG00639.HFSS,single,RANDOM,GENOMIC,WGS,52534.0,19981.0,61.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00639/raw_data/PacBio_HiFi/m64076_220216_013707-bc1010.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,15886.0,19132.0,23275.0,N/A,N/A,N/A,HG00639,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,5.69,5693715374.0,284943.0,N/A,HG00639,SAMN33758781,PR03,PUR,AMR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17196.0,20876.0,25416.0,SRR23922643,N/A,N/A,N/A,N/A,N/A,SAMN33758781,6.2.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m54329U_211231_123903-bc1010.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,HG00639.HFSS,single,RANDOM,GENOMIC,WGS,61767.0,20150.0,118.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00639/raw_data/PacBio_HiFi/m54329U_211231_123903-bc1010.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,15989.0,19255.0,23451.0,N/A,N/A,N/A,HG00639,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,37.54,37535814568.0,1862777.0,N/A,HG00639,SAMN33758781,PR03,PUR,AMR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,16436.0,19215.0,22858.0,SRR23922645,N/A,N/A,N/A,N/A,N/A,SAMN33758782,6.2.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m54329U_211208_005551-bc1008.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,HG01074.HFSS2,single,RANDOM,GENOMIC,WGS,53902.0,19049.0,200.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG01074/raw_data/PacBio_HiFi/m54329U_211208_005551-bc1008.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,15785.0,18197.0,21525.0,N/A,N/A,N/A,HG01074,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,34.93,34933587178.0,1833869.0,N/A,HG01074,SAMN33758782,PR18,PUR,AMR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,16493.0,19304.0,22988.0,SRR23922645,N/A,N/A,N/A,N/A,N/A,SAMN33758782,6.2.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m54329U_211211_014820-bc1008.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,HG01074.HFSS2,single,RANDOM,GENOMIC,WGS,61840.0,19128.0,139.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG01074/raw_data/PacBio_HiFi/m54329U_211211_014820-bc1008.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,15826.0,18266.0,21628.0,N/A,N/A,N/A,HG01074,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,37.48,37481785263.0,1959425.0,N/A,HG01074,SAMN33758782,PR18,PUR,AMR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,16537.0,19364.0,23063.0,SRR23922645,N/A,N/A,N/A,N/A,N/A,SAMN33758782,6.2.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m54329U_211212_111219-bc1008.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,HG01074.HFSS2,single,RANDOM,GENOMIC,WGS,57471.0,19180.0,112.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG01074/raw_data/PacBio_HiFi/m54329U_211212_111219-bc1008.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,15858.0,18322.0,21695.0,N/A,N/A,N/A,HG01074,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,37.56,37561501658.0,1958351.0,N/A,HG01074,SAMN33758782,PR18,PUR,AMR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,16545.0,18768.0,21880.0,SRR29483195,N/A,N/A,N/A,N/A,N/A,SAMN33758786,v7.0.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m84046_230720_185410_s2.hifi_reads.bc2006.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,HG02451.HFSS3_m84046_230720_185410_s2,single,size fractionation,GENOMIC,WGS,49086.0,18780.0,175.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG02451/raw_data/PacBio_HiFi/m84046_230720_185410_s2.hifi_reads.bc2006.bam,PACBIO_SMRT,P1,16117.0,18053.0,20895.0,N/A,N/A,N/A,HG02451,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,49.77,49774606276.0,2650321.0,N/A,HG02451,SAMN33758786,BB46,ACB,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17505.0,19487.0,22369.0,SRR29483162,N/A,N/A,N/A,N/A,N/A,SAMN26267383,v7.0.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m84046_230707_202610_s3.hifi_reads.bc2060.bam,N/A,kmiyamot@uw.edu,University of Washington,Revio,HG02647.HFSS_m84046_230707_202610_s3,single,size fractionation,GENOMIC,WGS,55836.0,19602.0,150.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG02647/raw_data/PacBio_HiFi/m84046_230707_202610_s3.hifi_reads.bc2060.bam,PACBIO_SMRT,P1,17151.0,18903.0,21502.0,N/A,N/A,N/A,HG02647,N/A,C1,Megaruptor 3,Pippin HT,SRP305758,N/A,46.23,46225303347.0,2358113.0,N/A,HG02647,SAMN26267383,GB38,GWD,AFR,YR2
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,16796.0,19279.0,22705.0,SRR23922666,N/A,N/A,N/A,N/A,N/A,SAMN33758787,6.2.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m54329U_211109_002533-bc1002.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,HG02735_SRE.HFSS,single,RANDOM,GENOMIC,WGS,55937.0,19329.0,120.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m54329U_211109_002533-bc1002.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,16296.0,18426.0,21500.0,N/A,N/A,N/A,HG02735,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,11.82,11815933021.0,611305.0,N/A,HG02735,SAMN33758787,PK26,PJL,SAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17225.0,20513.0,24597.0,SRR23922656,N/A,N/A,N/A,N/A,N/A,SAMN33758794,6.2.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64076_220108_100904-bc1015.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,HG03239.HFSS,single,RANDOM,GENOMIC,WGS,57608.0,20045.0,61.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03239/raw_data/PacBio_HiFi/m64076_220108_100904-bc1015.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,16305.0,19208.0,23004.0,N/A,N/A,N/A,HG03239,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,35.95,35954386623.0,1793658.0,N/A,HG03239,SAMN33758794,PK41,PJL,SAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17274.0,20592.0,24716.0,SRR23922656,N/A,N/A,N/A,N/A,N/A,SAMN33758794,6.2.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m54329U_220105_011819-bc1015.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,HG03239.HFSS,single,RANDOM,GENOMIC,WGS,62749.0,20108.0,136.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03239/raw_data/PacBio_HiFi/m54329U_220105_011819-bc1015.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,16345.0,19264.0,23104.0,N/A,N/A,N/A,HG03239,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,35.76,35760461752.0,1778411.0,N/A,HG03239,SAMN33758794,PK41,PJL,SAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17390.0,20721.0,24825.0,SRR23922656,N/A,N/A,N/A,N/A,N/A,SAMN33758794,6.2.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64076_220106_231243-bc1015.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,HG03239.HFSS,single,RANDOM,GENOMIC,WGS,67645.0,20251.0,77.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03239/raw_data/PacBio_HiFi/m64076_220106_231243-bc1015.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,16457.0,19407.0,23235.0,N/A,N/A,N/A,HG03239,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,36.35,36349648567.0,1794879.0,N/A,HG03239,SAMN33758794,PK41,PJL,SAS,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17337.0,20717.0,24742.0,SRR18158600,N/A,N/A,N/A,N/A,N/A,SAMN26267388,6.0.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64076_210623_104349.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,HG04115.HFSS,single,size fractionation,GENOMIC,WGS,56102.0,20047.0,739.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG04115/raw_data/PacBio_HiFi/m64076_210623_104349.hifi_reads.bam,PACBIO_SMRT,P2.2,16228.0,19366.0,23149.0,N/A,N/A,N/A,HG04115,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,32.88,32878572833.0,1640056.0,N/A,HG04115,SAMN26267388,ST111,STU,SAS,YR2
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18543.0,22203.0,26421.0,SRR18158600,N/A,N/A,N/A,N/A,N/A,SAMN26267388,6.0.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64076_210627_085544.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,HG04115.HFSS,single,size fractionation,GENOMIC,WGS,61232.0,21316.0,108.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG04115/raw_data/PacBio_HiFi/m64076_210627_085544.hifi_reads.bam,PACBIO_SMRT,P2.2,17276.0,20735.0,24789.0,N/A,N/A,N/A,HG04115,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,31.54,31539555547.0,1479605.0,N/A,HG04115,SAMN26267388,ST111,STU,SAS,YR2
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18743.0,22340.0,26476.0,SRR18158600,N/A,N/A,N/A,N/A,N/A,SAMN26267388,6.0.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m64076_210625_220013.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,HG04115.HFSS,single,size fractionation,GENOMIC,WGS,58397.0,21493.0,86.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG04115/raw_data/PacBio_HiFi/m64076_210625_220013.hifi_reads.bam,PACBIO_SMRT,P2.2,17533.0,20925.0,24919.0,N/A,N/A,N/A,HG04115,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,30.35,30350204611.0,1412094.0,N/A,HG04115,SAMN26267388,ST111,STU,SAS,YR2
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17488.0,20454.0,24255.0,SRR23922652,N/A,N/A,N/A,N/A,N/A,SAMN33758796,6.3.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m54329U_220607_194753-bc2021.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,NA18522.HFSS,single,RANDOM,GENOMIC,WGS,69031.0,20210.0,69.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA18522/raw_data/PacBio_HiFi/m54329U_220607_194753-bc2021.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,16774.0,19386.0,22898.0,N/A,N/A,N/A,NA18522,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,46.37,46372792364.0,2294482.0,N/A,NA18522,SAMN33758796,Y016,YRI,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17666.0,20663.0,24465.0,SRR23922652,N/A,N/A,N/A,N/A,N/A,SAMN33758796,6.3.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m54329U_220605_194957-bc2021.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,NA18522.HFSS,single,RANDOM,GENOMIC,WGS,57002.0,20386.0,89.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA18522/raw_data/PacBio_HiFi/m54329U_220605_194957-bc2021.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,16934.0,19589.0,23129.0,N/A,N/A,N/A,NA18522,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,42.51,42511152283.0,2085214.0,N/A,NA18522,SAMN33758796,Y016,YRI,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17705.0,20717.0,24537.0,SRR23922652,N/A,N/A,N/A,N/A,N/A,SAMN33758796,6.3.0,N/A,unaligned reads,HiFi sequencing of 23kb fractionated gDNA,m54329U_220604_002013-bc2021.5mc.hifi_reads.bam,N/A,kmiyamot@uw.edu,University of Washington,PacBio Sequel II,NA18522.HFSS,single,RANDOM,GENOMIC,WGS,62801.0,20434.0,89.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/NA18522/raw_data/PacBio_HiFi/m54329U_220604_002013-bc2021.5mc.hifi_reads.bam,PACBIO_SMRT,P3.2,16965.0,19634.0,23192.0,N/A,N/A,N/A,NA18522,N/A,C2,Megaruptor 3,PippinHT,SRP305758,N/A,41.71,41706367952.0,2040973.0,N/A,NA18522,SAMN33758796,Y016,YRI,AFR,YR3
