sample_id,haplotype,location,annotation_type,release,assembly_name,file_size
HG00408,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00408/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG00408.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG00408_pat_hprc_r2_v1.0.1,8946
HG00350,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00350/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG00350.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG00350_hap1_hprc_r2_v1.0.1,9817
HG00344,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00344/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG00344.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG00344_hap1_hprc_r2_v1.0.1,14610
HG00329,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00329/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG00329.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG00329_hap1_hprc_r2_v1.0.1,15343
HG00323,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00323/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG00323.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG00323_hap1_hprc_r2_v1.0.1,7615
HG00321,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00321/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG00321.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG00321_hap1_hprc_r2_v1.0.1,14403
HG00320,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00320/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG00320.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG00320_hap1_hprc_r2_v1.0.1,10304
HG00290,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00290/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG00290.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG00290_hap1_hprc_r2_v1.0.1,11435
HG00280,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00280/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG00280.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG00280_hap1_hprc_r2_v1.0.1,7382
HG00272,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00272/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG00272.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG00272_hap1_hprc_r2_v1.0.1,14447
HG00253,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00253/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG00253.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG00253_hap1_hprc_r2_v1.0.1,12307
HG00235,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00235/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG00235.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG00235_hap1_hprc_r2_v1.0.1,8229
HG00232,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00232/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG00232.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG00232_hap1_hprc_r2_v1.0.1,8156
HG00146,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00146/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG00146.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG00146_hap1_hprc_r2_v1.0.1,10891
HG00140,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00140/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG00140.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG00140_hap1_hprc_r2_v1.0.1,8071
HG00133,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00133/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG00133.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG00133_hap1_hprc_r2_v1.0.1,9208
HG00128,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00128/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG00128.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG00128_hap1_hprc_r2_v1.0.1,12434
HG00126,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00126/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG00126.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG00126_hap1_hprc_r2_v1.0.1,11572
HG00099,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00099/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG00099.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG00099_hap1_hprc_r2_v1.0.1,10769
HG00097,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00097/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG00097.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG00097_hap1_hprc_r2_v1.0.1,10948
HG01975,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01975/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG01975.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG01975_pat_hprc_r2_v1.0.1,6010
HG02602,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG02602/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG02602.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG02602_pat_hprc_r2_v1.0.1,11664
HG04187,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG04187/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG04187.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG04187_pat_hprc_r2_v1.0.1,8891
NA18879,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18879/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/NA18879.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,NA18879_hap1_hprc_r2_v1.0.1,14660
HG02738,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG02738/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG02738.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG02738_pat_hprc_r2_v1.0.1,7866
HG00706,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00706/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG00706.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG00706_pat_hprc_r2_v1.0.1,8008
HG03816,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03816/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG03816.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG03816_pat_hprc_r2_v1.0.1,6229
HG02392,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG02392/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG02392.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG02392_hap1_hprc_r2_v1.0.1,12074
HG02514,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG02514/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG02514.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG02514_pat_hprc_r2_v1.0.1,9137
HG02841,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG02841/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG02841.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG02841_pat_hprc_r2_v1.0.1,7674
HG02984,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG02984/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG02984.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG02984_pat_hprc_r2_v1.0.1,6599
HG03050,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03050/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG03050.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG03050_pat_hprc_r2_v1.0.1,9088
NA20752,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA20752/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/NA20752.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,NA20752_hap1_hprc_r2_v1.0.1,6059
HG02145,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG02145/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG02145.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG02145_pat_hprc_r2_v1.0.1,14906
HG02027,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG02027/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG02027.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG02027_pat_hprc_r2_v1.0.1,11528
HG01978,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01978/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG01978.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG01978_pat_hprc_r2_v1.1.0,7819
HG02257,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG02257/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG02257.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG02257_pat_hprc_r2_v1.1.0,8922
HG03516,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03516/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG03516.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG03516_pat_hprc_r2_v1.1.0,8317
NA19159,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA19159/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/NA19159.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,NA19159_hap1_hprc_r2_v1.0.1,7395
HG01786,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01786/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG01786.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG01786_hap1_hprc_r2_v1.0.1,14110
NA20799,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA20799/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/NA20799.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,NA20799_hap1_hprc_r2_v1.0.1,6824
HG01109,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01109/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG01109.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG01109_pat_hprc_r2_v1.0.1,9782
HG02055,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG02055/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG02055.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG02055_pat_hprc_r2_v1.0.1,10824
HG02080,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG02080/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG02080.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG02080_pat_hprc_r2_v1.0.1,8937
HG02109,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG02109/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG02109.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG02109_pat_hprc_r2_v1.0.1,11151
HG02723,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG02723/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG02723.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG02723_pat_hprc_r2_v1.0.1,7459
HG02818,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG02818/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG02818.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG02818_pat_hprc_r2_v1.0.1,14872
HG03098,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03098/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG03098.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG03098_pat_hprc_r2_v1.0.1,12652
HG03486,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG03486/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG03486.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG03486_pat_hprc_r2_v1.0.1,23482
NA18906,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18906/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/NA18906.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,NA18906_pat_hprc_r2_v1.0.1,19657
NA20129,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA20129/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/NA20129.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,NA20129_pat_hprc_r2_v1.0.1,14918
NA21309,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA21309/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/NA21309.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,NA21309_pat_hprc_r2_v1.0.1,16609
HG00733,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG00733/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG00733.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG00733_pat_hprc_r2_v1.0.1,8129
HG01243,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG01243/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG01243.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG01243_pat_hprc_r2_v1.0.1,9591
NA19240,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA19240/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/NA19240.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,NA19240_pat_hprc_r2_v1.0.1,16994
HG005,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/HG005/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/HG005.R941_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,HG005_pat_hprc_r2_v1.0.1,9892
NA18940,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18940/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/NA18940.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,NA18940_hap1_hprc_r2_v1.0.1,25620
NA18943,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18943/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/NA18943.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,NA18943_hap1_hprc_r2_v1.0.1,16448
NA18944,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18944/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/NA18944.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,NA18944_hap1_hprc_r2_v1.0.1,16554
NA18945,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18945/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/NA18945.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,NA18945_hap1_hprc_r2_v1.0.1,13931
NA18948,1,s3://human-pangenomics/submissions/ca366a13-5bad-487b-8a57-97344e9aa0e4--HPRC_RELEASE_2_SUPPLEMENTARY_ASSEMBLY_QC/NA18948/hprc_r2/assembly_qc/hmm_flagger/v1.2.0_ont/NA18948.R1041_minimap2_2.28.corrected.downsample_1.0.hmm_flagger_v1.2.0_prediction.conservative.canonical.no_Hap.hap1.bed,Flagger_ONT,2,NA18948_hap1_hprc_r2_v1.0.1,14233
